=== 📊 거래 설정 ===
손익비: 1.4:1 (익절 +3.5% / 손절 -2.5%)
거래당 투자금: 1,000,000원

=== 💰 당일 수익 요약 ===
총 거래: 5건 (1승 4패)
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원 (실제 수익률 합계)
  ㄴ 손실 금액: -88,431원 (실제 손실률 합계)

=== 총 승패: 1승 4패 ===
=== selection_date 이후 승패: 1승 4패 ===
=== 📊 최대 동시 보유 종목 수: 2개 ===
=== 🌅 12시 이전 매수 종목: 1승 4패 (승률 20.0%) ===
총 수익금: -53,431원 (-5.3%)
  ㄴ 승리 수익: +35,000원
  ㄴ 손실 금액: -88,431원

   🔴 450140 09:59 매수 → -2.50%
   🔴 036710 10:42 매수 → -2.50%
   🟢 042520 11:18 매수 → +3.50%
   🔴 397030 11:27 매수 → -1.34%
   🔴 109670 11:36 매수 → -2.50%

=== 001520 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:02:28
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:1,290 | 거래량:2,617,645 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    11:30→11:33: 종가:67,600 | 거래량:903 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:33→11:36: 종가:67,500 | 거래량:900 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:36→11:39: 종가:67,300 | 거래량:363 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:39→11:42: 종가:67,300 | 거래량:638 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:42→11:45: 종가:67,300 | 거래량:512 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:45→11:48: 종가:67,300 | 거래량:84 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:48→11:51: 종가:67,000 | 거래량:826 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:51→11:54: 종가:67,200 | 거래량:240 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:54→11:57: 종가:67,400 | 거래량:752 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    11:57→12:00: 종가:67,700 | 거래량:2,008 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:00→12:03: 종가:67,300 | 거래량:612 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:03→12:06: 종가:67,200 | 거래량:751 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:06→12:09: 종가:67,200 | 거래량:576 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:09→12:12: 종가:67,100 | 거래량:494 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:12→12:15: 종가:67,200 | 거래량:960 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:15→12:18: 종가:67,100 | 거래량:250 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:18→12:21: 종가:67,200 | 거래량:210 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:21→12:24: 종가:67,100 | 거래량:1,290 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:24→12:27: 종가:67,100 | 거래량:149 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:27→12:30: 종가:67,000 | 거래량:381 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:30→12:33: 종가:67,100 | 거래량:122 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:33→12:36: 종가:66,900 | 거래량:245 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:36→12:39: 종가:67,100 | 거래량:565 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:39→12:42: 종가:67,300 | 거래량:737 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:42→12:45: 종가:67,300 | 거래량:1,550 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:45→12:48: 종가:67,200 | 거래량:138 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:48→12:51: 종가:67,000 | 거래량:211 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:51→12:54: 종가:67,600 | 거래량:15,042 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:54→12:57: 종가:67,600 | 거래량:1,982 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    12:57→13:00: 종가:67,300 | 거래량:1,048 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:00→13:03: 종가:67,300 | 거래량:132 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:03→13:06: 종가:67,400 | 거래량:1,421 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:06→13:09: 종가:67,300 | 거래량:1,123 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:09→13:12: 종가:67,500 | 거래량:1,805 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:12→13:15: 종가:67,400 | 거래량:336 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:15→13:18: 종가:67,500 | 거래량:3,991 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:18→13:21: 종가:67,900 | 거래량:2,446 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:21→13:24: 종가:67,900 | 거래량:1,162 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:24→13:27: 종가:67,900 | 거래량:333 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:27→13:30: 종가:67,800 | 거래량:1,120 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:30→13:33: 종가:67,500 | 거래량:864 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:33→13:36: 종가:67,900 | 거래량:619 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:36→13:39: 종가:67,500 | 거래량:1,068 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:39→13:42: 종가:67,400 | 거래량:159 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:42→13:45: 종가:67,500 | 거래량:673 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:45→13:48: 종가:67,700 | 거래량:180 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:48→13:51: 종가:67,400 | 거래량:817 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:51→13:54: 종가:67,300 | 거래량:1,295 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:54→13:57: 종가:67,500 | 거래량:89 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    13:57→14:00: 종가:67,700 | 거래량:804 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:00→14:03: 종가:67,700 | 거래량:1,069 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:03→14:06: 종가:67,500 | 거래량:355 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:06→14:09: 종가:67,600 | 거래량:475 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:09→14:12: 종가:67,700 | 거래량:159 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:12→14:15: 종가:67,700 | 거래량:214 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:15→14:18: 종가:68,100 | 거래량:4,491 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:18→14:21: 종가:67,700 | 거래량:1,383 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:21→14:24: 종가:67,800 | 거래량:226 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:24→14:27: 종가:67,700 | 거래량:423 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:27→14:30: 종가:67,800 | 거래량:178 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:30→14:33: 종가:67,500 | 거래량:1,961 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:33→14:36: 종가:67,600 | 거래량:639 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:36→14:39: 종가:67,500 | 거래량:578 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:39→14:42: 종가:67,400 | 거래량:677 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:42→14:45: 종가:67,300 | 거래량:808 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:45→14:48: 종가:67,200 | 거래량:1,075 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:48→14:51: 종가:67,200 | 거래량:150 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:51→14:54: 종가:67,100 | 거래량:1,874 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:54→14:57: 종가:67,200 | 거래량:1,045 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    14:57→15:00: 종가:67,300 | 거래량:763 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:00→15:03: 종가:67,100 | 거래량:28 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:03→15:06: 종가:67,100 | 거래량:731 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:06→15:09: 종가:67,000 | 거래량:1,859 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:09→15:12: 종가:66,900 | 거래량:2,294 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:12→15:15: 종가:67,200 | 거래량:1,090 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:15→15:18: 종가:67,400 | 거래량:2,776 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    15:18→15:21: 종가:67,500 | 거래량:1,768 | 🔴회피(4단계패턴없음) | 신뢰도:0%

=== 222800 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:00:25
  승패: 0승 0패
  selection_date 이후 승패: 0승 0패
  매매신호:
    없음
  체결 시뮬레이션:
    없음
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:43,050 | 거래량:10,244 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:15→09:18: 종가:43,100 | 거래량:16,337 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:18→09:21: 종가:43,050 | 거래량:68,401 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    09:21→09:24: 종가:43,600 | 거래량:23,658 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    09:24→09:27: 종가:43,200 | 거래량:19,907 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:27→09:30: 종가:43,100 | 거래량:16,055 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:30→09:33: 종가:43,200 | 거래량:16,035 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:33→09:36: 종가:42,900 | 거래량:14,201 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:36→09:39: 종가:43,500 | 거래량:21,992 | 🔴회피(시가대비0.5%상승(2%미만차단)) | 신뢰도:0%
    09:39→09:42: 종가:43,600 | 거래량:22,150 | 🔴회피(시가대비0.7%상승(2%미만차단)) | 신뢰도:0%
    09:42→09:45: 종가:43,150 | 거래량:12,279 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:45→09:48: 종가:42,950 | 거래량:7,655 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:48→09:51: 종가:42,950 | 거래량:5,977 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:51→09:54: 종가:43,000 | 거래량:5,941 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    09:54→09:57: 종가:42,900 | 거래량:7,030 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:57→10:00: 종가:42,950 | 거래량:3,987 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:00→10:03: 종가:42,800 | 거래량:7,234 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:03→10:06: 종가:42,600 | 거래량:23,009 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:06→10:09: 종가:42,550 | 거래량:9,926 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:09→10:12: 종가:42,600 | 거래량:9,988 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:12→10:15: 종가:42,950 | 거래량:7,897 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:15→10:18: 종가:43,000 | 거래량:2,743 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:18→10:21: 종가:42,750 | 거래량:4,587 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:21→10:24: 종가:42,850 | 거래량:7,195 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    10:24→10:27: 종가:43,150 | 거래량:5,640 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:27→10:30: 종가:43,100 | 거래량:7,382 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:30→10:33: 종가:43,200 | 거래량:5,964 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:33→10:36: 종가:43,450 | 거래량:24,525 | 🔴회피(시가대비0.3%상승(2%미만차단)) | 신뢰도:0%
    10:36→10:39: 종가:43,400 | 거래량:6,452 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    10:39→10:42: 종가:43,350 | 거래량:8,180 | 🔴회피(시가대비0.1%상승(2%미만차단)) | 신뢰도:0%
    10:42→10:45: 종가:43,250 | 거래량:3,065 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:45→10:48: 종가:43,300 | 거래량:3,756 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:48→10:51: 종가:43,400 | 거래량:3,577 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    10:51→10:54: 종가:43,300 | 거래량:2,675 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:54→10:57: 종가:43,250 | 거래량:3,675 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    10:57→11:00: 종가:43,300 | 거래량:2,560 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:00→11:03: 종가:43,250 | 거래량:2,206 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:03→11:06: 종가:43,000 | 거래량:4,318 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:06→11:09: 종가:42,950 | 거래량:3,934 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:09→11:12: 종가:42,950 | 거래량:2,810 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:12→11:15: 종가:43,050 | 거래량:4,701 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:15→11:18: 종가:43,050 | 거래량:3,370 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:18→11:21: 종가:43,150 | 거래량:1,793 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:21→11:24: 종가:43,400 | 거래량:10,130 | 🔴회피(시가대비0.2%상승(2%미만차단)) | 신뢰도:0%
    11:24→11:27: 종가:43,250 | 거래량:3,592 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:27→11:30: 종가:43,200 | 거래량:1,784 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:30→11:33: 종가:43,350 | 거래량:2,121 | 🔴회피(시가대비0.1%상승(2%미만차단)) | 신뢰도:0%
    11:33→11:36: 종가:43,300 | 거래량:2,191 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:36→11:39: 종가:43,250 | 거래량:2,445 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:39→11:42: 종가:43,250 | 거래량:3,106 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:42→11:45: 종가:43,200 | 거래량:3,679 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:45→11:48: 종가:43,150 | 거래량:1,747 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:48→11:51: 종가:43,100 | 거래량:1,392 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:51→11:54: 종가:43,200 | 거래량:4,634 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:54→11:57: 종가:43,150 | 거래량:3,338 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    11:57→12:00: 종가:43,050 | 거래량:1,958 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:00→12:03: 종가:43,150 | 거래량:2,238 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:03→12:06: 종가:43,000 | 거래량:7,491 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:06→12:09: 종가:43,050 | 거래량:1,277 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:09→12:12: 종가:43,000 | 거래량:3,060 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:12→12:15: 종가:43,050 | 거래량:2,839 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:15→12:18: 종가:43,000 | 거래량:2,064 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:18→12:21: 종가:42,950 | 거래량:2,179 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:21→12:24: 종가:42,950 | 거래량:2,553 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:24→12:27: 종가:42,850 | 거래량:2,806 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:27→12:30: 종가:43,000 | 거래량:2,041 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:30→12:33: 종가:43,000 | 거래량:2,704 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:33→12:36: 종가:43,050 | 거래량:1,529 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:36→12:39: 종가:43,050 | 거래량:3,845 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:39→12:42: 종가:43,050 | 거래량:2,118 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:42→12:45: 종가:43,100 | 거래량:1,798 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:45→12:48: 종가:43,000 | 거래량:2,116 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    12:48→12:51: 종가:42,850 | 거래량:5,888 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:51→12:54: 종가:42,900 | 거래량:1,976 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:54→12:57: 종가:42,650 | 거래량:9,583 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    12:57→13:00: 종가:42,750 | 거래량:4,188 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:00→13:03: 종가:42,750 | 거래량:4,807 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:03→13:06: 종가:42,600 | 거래량:3,845 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:06→13:09: 종가:42,750 | 거래량:2,455 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:09→13:12: 종가:42,800 | 거래량:2,149 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:12→13:15: 종가:42,900 | 거래량:6,989 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:15→13:18: 종가:42,900 | 거래량:1,507 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:18→13:21: 종가:42,950 | 거래량:5,427 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:21→13:24: 종가:43,050 | 거래량:4,331 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:24→13:27: 종가:42,900 | 거래량:2,245 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    13:27→13:30: 종가:43,000 | 거래량:1,793 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:30→13:33: 종가:43,050 | 거래량:2,685 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:33→13:36: 종가:43,050 | 거래량:6,511 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:36→13:39: 종가:43,050 | 거래량:3,826 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:39→13:42: 종가:43,000 | 거래량:2,304 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:42→13:45: 종가:43,100 | 거래량:1,499 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:45→13:48: 종가:43,000 | 거래량:3,351 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:48→13:51: 종가:43,050 | 거래량:3,136 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:51→13:54: 종가:43,050 | 거래량:2,886 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:54→13:57: 종가:43,050 | 거래량:4,807 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    13:57→14:00: 종가:42,900 | 거래량:4,810 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:00→14:03: 종가:42,900 | 거래량:1,771 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:03→14:06: 종가:42,950 | 거래량:3,221 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    14:06→14:09: 종가:42,850 | 거래량:2,164 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:09→14:12: 종가:42,950 | 거래량:4,678 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    14:12→14:15: 종가:42,900 | 거래량:2,426 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:15→14:18: 종가:42,900 | 거래량:3,231 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:18→14:21: 종가:42,850 | 거래량:3,646 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:21→14:24: 종가:42,850 | 거래량:2,178 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:24→14:27: 종가:42,850 | 거래량:2,238 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:27→14:30: 종가:42,800 | 거래량:3,364 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:30→14:33: 종가:42,825 | 거래량:2,092 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:33→14:36: 종가:42,750 | 거래량:4,309 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:36→14:39: 종가:42,750 | 거래량:2,410 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:39→14:42: 종가:42,750 | 거래량:3,129 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:42→14:45: 종가:42,800 | 거래량:1,865 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:45→14:48: 종가:42,800 | 거래량:4,821 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:48→14:51: 종가:42,750 | 거래량:1,574 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:51→14:54: 종가:42,900 | 거래량:6,732 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    14:54→14:57: 종가:42,950 | 거래량:2,690 | 🔴회피(당일시가이하(시가:43300)) | 신뢰도:0%
    14:57→15:00: 종가:42,850 | 거래량:3,836 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:00→15:03: 종가:42,900 | 거래량:2,976 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:03→15:06: 종가:42,900 | 거래량:3,320 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:06→15:09: 종가:42,900 | 거래량:5,781 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:09→15:12: 종가:42,900 | 거래량:1,859 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:12→15:15: 종가:42,850 | 거래량:893 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:15→15:18: 종가:42,850 | 거래량:3,491 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    15:18→15:21: 종가:42,900 | 거래량:2,283 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%

=== 450140 - 20250930 눌림목(3분) 신호 재현 ===
  selection_date: 2025-09-30 09:23:27
  승패: 0승 1패
  selection_date 이후 승패: 0승 1패
  매매신호:
    09:59 [pullback_pattern]
  체결 시뮬레이션:
    09:59 매수[pullback_pattern] @19,708 → 10:04 매도[stop_loss_2.5pct] @19,215 (-2.50%)
  매수 못한 기회:
    없음

  🔍 상세 3분봉 분석 (09:00~15:30):
    09:00→09:03: 데이터부족
    09:03→09:06: 데이터부족
    09:06→09:09: 데이터부족
    09:09→09:12: 데이터부족
    09:12→09:15: 종가:18,610 | 거래량:306,765 | 🔴회피(당일시가이하(시가:18700)) | 신뢰도:0%
    09:15→09:18: 종가:20,550 | 거래량:364,792 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:18→09:21: 종가:20,000 | 거래량:325,270 | 🔴회피(위험신호: LARGE_BEARISH_VOLUME) | 신뢰도:0%
    09:21→09:24: 종가:21,150 | 거래량:268,286 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:24→09:27: 종가:20,700 | 거래량:206,031 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:27→09:30: 종가:20,050 | 거래량:155,486 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:30→09:33: 종가:19,620 | 거래량:71,599 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:33→09:36: 종가:20,000 | 거래량:76,910 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:36→09:39: 종가:19,940 | 거래량:44,472 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:39→09:42: 종가:19,160 | 거래량:89,653 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:42→09:45: 종가:19,260 | 거래량:110,068 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:45→09:48: 종가:19,410 | 거래량:45,654 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    09:48→09:51: 종가:18,940 | 거래량:72,302 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:51→09:54: 종가:19,150 | 거래량:51,065 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
    09:54→09:57: 종가:19,850 | 거래량:118,151 | 🟢강매수 | 신뢰도:85% | 💰매수@19,708 | →10:04매도@19,215
    09:57→10:00: 종가:19,740 | 거래량:100,752 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:00→10:03: 종가:19,600 | 거래량:46,983 | 🔴회피(4단계패턴없음) | 신뢰도:0%
    10:03→10:06: 종가:19,210 | 거래량:40,051 | 🔴회피(위험신호: BISECTOR_BREAK) | 신뢰도:0%
